"","date","store_id","log_of_cpi_adjusted_price"
"97","20161008",7088,5.39449723667271
"98","20161009",7088,5.39449723667271
"99","20161010",7088,5.39449723667271
"100","20161011",7088,5.39449723667271
"101","20161012",7088,5.39449723667271
"102","20161013",7088,5.39449723667271
"103","20161014",7088,5.39449723667271
"104","20161015",7088,5.39449723667271
"105","20161016",7088,5.39449723667271
"106","20161017",7088,5.39449723667271
"107","20161018",7088,5.39449723667271
"108","20161019",7088,5.39449723667271
"109","20161020",7088,5.39449723667271
"110","20161021",7088,5.39449723667271
"111","20161022",7088,5.39449723667271
"112","20161023",7088,5.39449723667271
"113","20161024",7088,5.39449723667271
"114","20161025",7088,5.39449723667271
"115","20161026",7088,5.39449723667271
"116","20161027",7088,5.39449723667271
"117","20161028",7088,5.39449723667271
"118","20161029",7088,5.39449723667271
"119","20161030",7088,5.39449723667271
"120","20161031",7088,5.39449723667271
"121","20161101",7088,5.39418282069779
"122","20161102",7088,5.39418282069779
"123","20161103",7088,5.39418282069779
"124","20161104",7088,5.39418282069779
"125","20161105",7088,5.39418282069779
"126","20161106",7088,5.39418282069779
"127","20161107",7088,5.39418282069779
"128","20161108",7088,5.39418282069779
"129","20161109",7088,5.39418282069779
"130","20161110",7088,5.39418282069779
"131","20161111",7088,5.39418282069779
"132","20161112",7088,5.39418282069779
"133","20161113",7088,5.39418282069779
"134","20161114",7088,5.39418282069779
"135","20161115",7088,5.39418282069779
"136","20161116",7088,5.39418282069779
"137","20161117",7088,5.39418282069779
"138","20161118",7088,5.39418282069779
"139","20161119",7088,5.39418282069779
"140","20161120",7088,5.39418282069779
"141","20161121",7088,5.39418282069779
"142","20161122",7088,5.39418282069779
"143","20161123",7088,5.39418282069779
"144","20161124",7088,5.39418282069779
"145","20161125",7088,5.39418282069779
"146","20161126",7088,5.39418282069779
"147","20161127",7088,5.39418282069779
"148","20161128",7088,5.39418282069779
"149","20161129",7088,5.39418282069779
"150","20161130",7088,5.39418282069779
"151","20161201",7088,5.3892281239927
"152","20161202",7088,5.3892281239927
"153","20161203",7088,5.3892281239927
"154","20161204",7088,5.3892281239927
"155","20161205",7088,5.3892281239927
"156","20161206",7088,5.3892281239927
"157","20161207",7088,5.3892281239927
"158","20161208",7088,5.3892281239927
"159","20161209",7088,5.3892281239927
"160","20161210",7088,5.3892281239927
"161","20161211",7088,5.3892281239927
"162","20161212",7088,5.3892281239927
"163","20161213",7088,5.3892281239927
"164","20161214",7088,5.3892281239927
"165","20161215",7088,5.3892281239927
"166","20161216",7088,5.3892281239927
"167","20161217",7088,5.3892281239927
"168","20161218",7088,5.3892281239927
"169","20161219",7088,5.3892281239927
"170","20161220",7088,5.3892281239927
"171","20161221",7088,5.3892281239927
"172","20161222",7088,5.3892281239927
"173","20161223",7088,5.3892281239927
"174","20161224",7088,5.3892281239927
"175","20161225",7088,5.3892281239927
"176","20161226",7088,5.3892281239927
"177","20161227",7088,5.3892281239927
"178","20161228",7088,5.3892281239927
"179","20161229",7088,5.3892281239927
"180","20161230",7088,5.3892281239927
"181","20161231",7088,5.3892281239927
"182","20170101",7088,5.39607080112014
"183","20170102",7088,5.39607080112014
"184","20170103",7088,5.39607080112014
"185","20170104",7088,5.39607080112014
"186","20170105",7088,5.39607080112014
"187","20170106",7088,5.39607080112014
"188","20170107",7088,5.39607080112014
"189","20170108",7088,5.39607080112014
"190","20170109",7088,5.39607080112014
"191","20170110",7088,5.39607080112014
"192","20170111",7088,5.39607080112014
"193","20170112",7088,5.39607080112014
"194","20170113",7088,5.39607080112014
"195","20170114",7088,5.39607080112014
"196","20170115",7088,5.39607080112014
"197","20170116",7088,5.39607080112014
"198","20170117",7088,5.39607080112014
"199","20170118",7088,5.39607080112014
"200","20170119",7088,5.39607080112014
"201","20170120",7088,5.39607080112014
"202","20170121",7088,5.39607080112014
"203","20170122",7088,5.39607080112014
"204","20170123",7088,5.39607080112014
"205","20170124",7088,5.39607080112014
"206","20170125",7088,5.39607080112014
"207","20170126",7088,5.39607080112014
"208","20170127",7088,5.39607080112014
"209","20170128",7088,5.39607080112014
"210","20170129",7088,5.39607080112014
"211","20170130",7088,5.39607080112014
"212","20170131",7088,5.39607080112014
"213","20170201",7088,5.3890717298165
"214","20170202",7088,5.3890717298165
"215","20170203",7088,5.3890717298165
"216","20170204",7088,5.3890717298165
"217","20170205",7088,5.3890717298165
"218","20170206",7088,5.3890717298165
"219","20170207",7088,5.3890717298165
"220","20170208",7088,5.3890717298165
"221","20170209",7088,5.3890717298165
"222","20170210",7088,5.3890717298165
"223","20170211",7088,5.3890717298165
"224","20170212",7088,5.3890717298165
"225","20170213",7088,5.3890717298165
"226","20170214",7088,5.3890717298165
"227","20170215",7088,5.3890717298165
"228","20170216",7088,5.3890717298165
"229","20170217",7088,5.3890717298165
"230","20170218",7088,5.3890717298165
"231","20170219",7088,5.3890717298165
"232","20170220",7088,5.3890717298165
"233","20170221",7088,5.3890717298165
"234","20170222",7088,5.3890717298165
"235","20170223",7088,5.3890717298165
"236","20170224",7088,5.3890717298165
"237","20170225",7088,5.3890717298165
"238","20161128",13932,5.522563987346
"239","20161129",13932,5.522563987346
"240","20161130",13932,5.522563987346
"241","20161201",13932,5.51760929064091
"242","20161202",13932,5.51760929064091
"243","20161203",13932,5.51760929064091
"244","20161204",13932,5.51760929064091
"245","20161205",13932,5.51760929064091
"246","20161206",13932,5.51760929064091
"247","20161207",13932,5.51760929064091
"248","20161208",13932,5.51760929064091
"249","20161209",13932,5.51760929064091
"250","20161210",13932,5.51760929064091
"251","20161211",13932,5.51760929064091
"252","20161212",13932,5.51760929064091
"253","20161213",13932,5.51760929064091
"254","20161214",13932,5.51760929064091
"255","20161215",13932,5.51760929064091
"256","20161216",13932,5.51760929064091
"257","20161217",13932,5.51760929064091
"258","20161218",13932,5.51760929064091
"259","20161219",13932,5.51760929064091
"260","20161220",13932,5.51760929064091
"261","20161221",13932,5.51760929064091
"262","20161222",13932,5.51760929064091
"263","20161223",13932,5.51760929064091
"264","20161224",13932,5.51760929064091
"265","20161225",13932,5.51760929064091
"266","20161226",13932,5.51760929064091
"267","20161227",13932,5.51760929064091
"268","20161228",13932,5.51760929064091
"269","20161229",13932,5.51760929064091
"270","20161230",13932,5.51760929064091
"271","20161231",13932,5.51760929064091
"272","20170101",13932,5.52445196776835
"273","20170102",13932,5.52445196776835
"274","20170103",13932,5.52445196776835
"275","20170104",13932,5.52445196776835
"276","20170105",13932,5.52445196776835
"277","20170106",13932,5.52445196776835
"278","20170107",13932,5.52445196776835
"279","20170108",13932,5.52445196776835
"280","20170109",13932,5.52445196776835
"281","20170110",13932,5.52445196776835
"282","20170111",13932,5.52445196776835
"283","20170112",13932,5.52445196776835
"284","20170113",13932,5.52445196776835
"285","20170114",13932,5.52445196776835
"286","20170115",13932,5.52445196776835
"287","20170116",13932,5.52445196776835
"288","20170117",13932,5.52445196776835
"289","20170118",13932,5.52445196776835
"290","20170119",13932,5.52445196776835
"291","20170120",13932,5.52445196776835
"292","20170121",13932,5.52445196776835
"293","20170122",13932,5.52445196776835
"294","20170123",13932,5.52445196776835
"295","20170124",13932,5.52445196776835
"296","20170125",13932,5.52445196776835
"297","20170126",13932,5.52445196776835
"298","20170127",13932,5.52445196776835
"299","20170128",13932,5.52445196776835
"300","20170129",13932,5.52445196776835
"301","20170130",13932,5.52445196776835
"302","20170131",13932,5.52445196776835
"303","20170201",13932,5.51745289646471
"304","20170202",13932,5.51745289646471
"305","20170203",13932,5.51745289646471
"306","20170204",13932,5.51745289646471
"307","20170205",13932,5.51745289646471
"308","20170206",13932,5.51745289646471
"309","20170207",13932,5.51745289646471
"310","20170208",13932,5.51745289646471
"311","20170209",13932,5.51745289646471
"312","20170210",13932,5.51745289646471
"313","20170211",13932,5.51745289646471
"314","20170212",13932,5.51745289646471
"315","20170213",13932,5.51745289646471
"316","20170214",13932,5.51745289646471
"317","20170215",13932,5.51745289646471
"318","20170216",13932,5.51745289646471
"319","20170217",13932,5.51745289646471
"320","20170218",13932,5.51745289646471
"321","20170219",13932,5.51745289646471
"322","20170220",13932,5.51745289646471
"323","20170221",13932,5.51745289646471
"324","20170222",13932,5.51745289646471
"325","20170223",13932,5.51745289646471
"326","20170224",13932,5.51745289646471
"327","20170225",13932,5.51745289646471
"328","20160923",11703,5.42939406701387
"329","20160924",11703,5.42939406701387
"330","20160925",11703,5.4160308392017
"331","20160926",11703,5.4160308392017
"332","20160927",11703,5.4160308392017
"333","20160928",11703,5.42939406701387
"334","20160929",11703,5.42939406701387
"335","20160930",11703,5.42939406701387
"336","20161001",11703,5.4259605061285
"337","20161002",11703,5.43477113581065
"338","20161003",11703,5.43477113581065
"339","20161004",11703,5.43477113581065
"340","20161005",11703,5.43477113581065
"341","20161006",11703,5.43477113581065
"342","20161007",11703,5.43477113581065
"343","20161008",11703,5.43477113581065
"344","20161009",11703,5.39449723667271
"345","20161010",11703,5.39449723667271
"346","20161011",11703,5.39449723667271
"347","20161012",11703,5.39449723667271
"348","20161013",11703,5.43477113581065
"349","20161014",11703,5.43477113581065
"350","20161015",11703,5.43477113581065
"351","20161016",11703,5.43477113581065
"352","20161017",11703,5.43477113581065
"353","20161018",11703,5.43477113581065
"354","20161019",11703,5.43914751041045
"355","20161020",11703,5.43914751041045
"356","20161021",11703,5.43914751041045
"357","20161022",11703,5.43914751041045
"358","20161023",11703,5.44784321737801
"359","20161024",11703,5.44784321737801
"360","20161025",11703,5.44784321737801
"361","20161026",11703,5.43914751041045
"362","20161027",11703,5.43914751041045
"363","20161028",11703,5.43914751041045
"364","20161029",11703,5.43914751041045
"365","20161030",11703,5.45216287852252
"366","20161031",11703,5.45216287852252
"367","20161101",11703,5.4518484625476
"368","20161102",11703,5.4518484625476
"369","20161103",11703,5.4518484625476
"370","20161104",11703,5.4518484625476
"371","20161105",11703,5.4518484625476
"372","20161106",11703,5.4518484625476
"373","20161107",11703,5.47317123201642
"374","20161108",11703,5.46043220623899
"375","20161109",11703,5.46043220623899
"376","20161110",11703,5.46043220623899
"377","20161111",11703,5.46043220623899
"378","20161112",11703,5.46043220623899
"379","20161113",11703,5.46043220623899
"380","20161114",11703,5.46043220623899
"381","20161115",11703,5.46043220623899
"382","20161116",11703,5.46043220623899
"383","20161117",11703,5.46043220623899
"384","20161118",11703,5.46043220623899
"385","20161119",11703,5.46043220623899
"386","20161120",11703,5.4689428959069
"387","20161121",11703,5.4689428959069
"388","20161122",11703,5.4518484625476
"389","20161123",11703,5.4518484625476
"390","20161124",11703,5.4518484625476
"391","20161125",11703,5.4518484625476
"392","20161126",11703,5.4518484625476
"393","20161127",11703,5.44752880140308
"394","20161128",11703,5.44752880140308
"395","20161129",11703,5.44752880140308
"396","20161130",11703,5.44752880140308
"397","20161201",11703,5.44257410469799
"398","20161202",11703,5.44257410469799
"399","20161203",11703,5.4554775095339
"400","20161204",11703,5.4554775095339
"401","20161205",11703,5.4554775095339
"402","20161206",11703,5.44689376584251
"403","20161207",11703,5.44689376584251
"404","20161208",11703,5.44689376584251
"405","20161209",11703,5.44689376584251
"406","20161210",11703,5.44689376584251
"407","20161211",11703,5.44689376584251
"408","20161212",11703,5.44689376584251
"409","20161213",11703,5.43387839773044
"410","20161214",11703,5.43387839773044
"411","20161215",11703,5.43387839773044
"412","20161216",11703,5.43387839773044
"413","20161217",11703,5.44689376584251
"414","20161218",11703,5.44689376584251
"415","20161219",11703,5.44689376584251
"416","20161220",11703,5.44689376584251
"417","20161221",11703,5.44689376584251
"418","20161222",11703,5.44689376584251
"419","20161223",11703,5.44689376584251
"420","20161224",11703,5.44689376584251
"421","20161225",11703,5.44689376584251
"422","20161226",11703,5.44689376584251
"423","20161227",11703,5.44689376584251
"424","20161228",11703,5.42950202313064
"425","20161229",11703,5.42950202313064
"426","20161230",11703,5.42950202313064
"427","20161231",11703,5.42950202313064
"428","20170101",11703,5.43634470025808
"429","20170102",11703,5.43634470025808
"430","20170103",11703,5.43634470025808
"431","20170104",11703,5.42753407057593
"432","20170105",11703,5.42753407057593
"433","20170106",11703,5.42753407057593
"434","20170107",11703,5.42753407057593
"435","20170108",11703,5.42753407057593
"436","20170109",11703,5.42753407057593
"437","20170110",11703,5.42753407057593
"438","20170111",11703,5.42753407057593
"439","20170112",11703,5.42753407057593
"440","20170113",11703,5.42753407057593
"441","20170114",11703,5.42753407057593
"442","20170115",11703,5.42753407057593
"443","20170116",11703,5.42753407057593
"444","20170117",11703,5.42753407057593
"445","20170118",11703,5.42753407057593
"446","20170119",11703,5.41864512315868
"447","20170120",11703,5.41864512315868
"448","20170121",11703,5.41864512315868
"449","20170122",11703,5.43634470025808
"450","20170123",11703,5.43634470025808
"451","20170124",11703,5.43634470025808
"452","20170125",11703,5.41864512315868
"453","20170126",11703,5.41864512315868
"454","20170127",11703,5.41864512315868
"455","20170128",11703,5.41864512315868
"456","20170129",11703,5.41864512315868
"457","20170130",11703,5.41417084276376
"458","20170131",11703,5.41417084276376
"459","20170201",11703,5.40717177146012
"460","20170202",11703,5.40717177146012
"461","20170203",11703,5.40717177146012
"462","20170204",11703,5.40717177146012
"463","20170205",11703,5.40717177146012
"464","20170206",11703,5.39816270151775
"465","20170207",11703,5.39816270151775
"466","20170208",11703,5.40717177146012
"467","20170209",11703,5.40717177146012
"468","20170210",11703,5.40717177146012
"469","20170211",11703,5.40717177146012
"470","20170212",11703,5.40717177146012
"471","20170213",11703,5.42053499927229
"472","20170214",11703,5.42053499927229
"473","20170215",11703,5.41164605185504
"474","20170216",11703,5.41164605185504
"475","20170217",11703,5.41164605185504
"476","20170218",11703,5.41164605185504
"477","20170219",11703,5.40717177146012
"478","20170220",11703,5.40717177146012
"479","20170221",11703,5.40717177146012
"480","20170222",11703,5.40717177146012
"481","20170223",11703,5.40717177146012
"482","20170224",11703,5.40717177146012
"483","20170225",11703,5.40717177146012
"484","20131129",14625,6.3255456053244
"485","20131130",14625,6.3255456053244
"486","20131201",14625,6.3228757162551
"487","20131202",14625,6.3228757162551
"488","20131203",14625,6.3228757162551
"489","20131204",14625,6.3228757162551
"490","20131205",14625,6.3228757162551
"491","20131206",14625,6.3228757162551
"492","20131207",14625,6.3228757162551
"493","20131208",14625,6.3228757162551
"494","20131209",14625,6.3228757162551
"495","20131210",14625,6.3228757162551
"496","20131211",14625,6.3228757162551
"497","20131212",14625,6.3228757162551
"498","20131213",14625,6.3228757162551
"499","20131214",14625,6.3228757162551
"500","20131215",14625,6.3228757162551
"501","20131216",14625,6.3228757162551
"502","20131217",14625,6.3228757162551
"503","20131218",14625,6.3228757162551
"504","20131219",14625,6.3228757162551
"505","20131220",14625,6.3228757162551
"506","20131221",14625,6.3228757162551
"507","20131222",14625,6.3228757162551
"508","20131223",14625,6.3228757162551
"509","20131224",14625,6.3228757162551
"510","20131225",14625,6.3228757162551
"511","20131226",14625,6.3228757162551
"512","20131227",14625,6.3228757162551
"513","20131228",14625,6.3228757162551
"514","20131229",14625,6.3228757162551
"515","20131230",14625,6.3228757162551
"516","20131231",14625,6.3228757162551
"517","20140101",14625,6.33452918529955
"518","20140102",14625,6.33452918529955
"519","20140103",14625,6.33452918529955
"520","20140104",14625,6.33452918529955
"521","20140105",14625,6.33452918529955
"522","20140106",14625,6.33452918529955
"523","20140107",14625,6.33452918529955
"524","20140108",14625,6.33452918529955
"525","20140109",14625,6.33452918529955
"526","20140110",14625,6.33452918529955
"527","20140111",14625,6.33452918529955
"528","20140112",14625,6.33452918529955
"529","20140113",14625,6.33452918529955
"530","20140114",14625,6.33452918529955
"531","20140115",14625,6.33452918529955
"532","20140116",14625,6.33452918529955
"533","20140117",14625,6.33452918529955
"534","20140118",14625,6.33452918529955
"535","20140119",14625,6.33452918529955
"536","20140120",14625,6.33452918529955
"537","20140121",14625,6.33452918529955
"538","20140122",14625,6.33452918529955
"539","20140123",14625,6.33452918529955
"540","20140124",14625,6.33452918529955
"541","20140125",14625,6.33452918529955
"542","20140126",14625,6.33452918529955
"543","20140127",14625,6.33452918529955
"544","20140128",14625,6.33452918529955
"545","20140129",14625,6.33452918529955
"546","20140130",14625,6.33452918529955
"547","20140131",14625,6.33452918529955
"548","20140201",14625,6.33033106668212
"549","20140202",14625,6.33033106668212
"550","20140203",14625,6.33033106668212
"551","20140204",14625,6.33033106668212
"552","20140205",14625,6.33033106668212
"553","20140206",14625,6.33033106668212
"554","20140207",14625,6.33033106668212
"555","20140208",14625,6.33033106668212
"556","20140209",14625,6.33033106668212
"557","20140210",14625,6.33033106668212
"558","20140211",14625,6.33033106668212
"559","20140212",14625,6.33033106668212
"560","20140213",14625,6.33033106668212
"561","20140214",14625,6.33033106668212
"562","20140215",14625,6.33033106668212
"563","20140216",14625,6.33033106668212
"564","20140217",14625,6.33033106668212
"565","20140218",14625,6.33033106668212
"566","20140219",14625,6.33033106668212
"567","20140220",14625,6.33033106668212
"568","20140221",14625,6.33033106668212
"569","20140222",14625,6.33033106668212
"570","20140223",14625,6.33033106668212
"571","20140224",14625,6.33033106668212
"572","20140225",14625,6.33033106668212
"573","20140226",14625,6.33033106668212
"574","20140227",14625,6.33033106668212
"575","20140228",14625,6.33033106668212
"576","20140301",14625,6.33039502779379
"577","20140302",14625,6.33039502779379
"578","20140303",14625,6.33039502779379
"579","20140304",14625,6.33039502779379
"580","20140305",14625,6.33039502779379
"581","20140306",14625,6.33039502779379
"582","20140307",14625,6.33039502779379
"583","20140308",14625,6.33039502779379
"584","20140309",14625,6.33039502779379
"585","20140310",14625,6.33039502779379
"586","20140311",14625,6.33039502779379
"587","20140312",14625,6.33039502779379
"588","20140313",14625,6.33039502779379
"589","20140314",14625,6.33039502779379
"590","20140315",14625,6.33039502779379
"591","20140316",14625,6.33039502779379
"592","20140317",14625,6.33039502779379
"593","20140318",14625,6.33039502779379
"594","20140319",14625,6.33039502779379
"595","20140320",14625,6.33039502779379
"596","20140321",14625,6.33039502779379
"597","20140322",14625,6.33039502779379
"598","20140323",14625,6.33039502779379
"599","20140324",14625,6.33039502779379
"600","20140325",14625,6.33039502779379
"601","20140326",14625,6.33039502779379
"602","20140327",14625,6.33039502779379
"603","20140328",14625,6.33039502779379
"604","20140329",14625,6.33039502779379
"605","20140330",14625,6.33039502779379
"606","20140331",14625,6.33039502779379
"607","20140401",14625,6.32653272508485
"608","20140402",14625,6.32653272508485
"609","20140403",14625,6.32653272508485
"610","20140404",14625,6.32653272508485
"611","20140405",14625,6.32653272508485
"612","20140406",14625,6.32653272508485
"613","20140407",14625,6.32653272508485
"614","20140408",14625,6.32653272508485
"615","20140409",14625,6.32653272508485
"616","20140410",14625,6.32653272508485
"617","20140411",14625,6.32653272508485
"618","20140412",14625,6.32653272508485
"619","20140413",14625,6.32653272508485
"620","20140414",14625,6.32653272508485
"621","20140415",14625,6.41369588169077
"622","20140416",14625,6.41369588169077
"623","20140417",14625,6.41369588169077
"624","20140418",14625,6.41369588169077
"625","20140419",14625,6.41369588169077
"626","20140420",14625,6.41369588169077
"627","20140421",14625,6.41369588169077
"628","20140422",14625,6.41369588169077
"629","20140423",14625,6.41369588169077
"630","20140424",14625,6.41369588169077
"631","20140425",14625,6.41369588169077
"632","20140426",14625,6.41369588169077
"633","20140427",14625,6.41369588169077
"634","20140428",14625,6.41369588169077
"635","20140429",14625,6.41369588169077
"636","20140430",14625,6.41369588169077
"637","20140501",14625,6.41318627885145
"638","20140502",14625,6.41318627885145
"639","20140503",14625,6.41318627885145
"640","20140504",14625,6.41318627885145
"641","20140505",14625,6.41318627885145
"642","20140506",14625,6.41318627885145
"643","20140507",14625,6.41318627885145
"644","20140508",14625,6.41318627885145
"645","20140509",14625,6.41318627885145
"646","20140510",14625,6.41318627885145
"647","20140511",14625,6.41318627885145
"648","20140512",14625,6.41318627885145
"649","20140513",14625,6.41318627885145
"650","20140514",14625,6.41318627885145
"651","20140515",14625,6.41318627885145
"652","20140516",14625,6.41318627885145
"653","20140517",14625,6.41318627885145
"654","20140518",14625,6.41318627885145
"655","20140519",14625,6.41318627885145
"656","20140520",14625,6.41318627885145
"657","20140521",14625,6.41318627885145
"658","20140522",14625,6.41318627885145
"659","20140523",14625,6.41318627885145
"660","20140524",14625,6.41318627885145
"661","20140525",14625,6.41318627885145
"662","20140526",14625,6.41318627885145
"663","20140527",14625,6.41318627885145
"664","20140528",14625,6.41318627885145
"665","20140529",14625,6.41318627885145
"666","20140530",14625,6.41318627885145
"667","20140531",14625,6.41318627885145
"668","20140601",14625,6.41111868368148
"669","20140602",14625,6.41111868368148
"670","20140603",14625,6.41111868368148
"671","20140604",14625,6.41111868368148
"672","20140605",14625,6.41111868368148
"673","20140606",14625,6.41111868368148
"674","20140607",14625,6.41111868368148
"675","20140608",14625,6.41111868368148
"676","20140609",14625,6.41111868368148
"677","20140610",14625,6.41111868368148
"678","20140611",14625,6.41111868368148
"679","20140612",14625,6.41111868368148
"680","20140613",14625,6.41111868368148
"681","20140614",14625,6.41111868368148
"682","20140615",14625,6.41111868368148
"683","20140616",14625,6.41111868368148
"684","20140617",14625,6.41111868368148
"685","20140618",14625,6.41111868368148
"686","20140619",14625,6.41111868368148
"687","20140620",14625,6.41111868368148
"688","20140621",14625,6.41111868368148
"689","20140622",14625,6.41111868368148
"690","20140623",14625,6.41111868368148
"691","20140624",14625,6.41111868368148
"692","20140625",14625,6.41111868368148
"693","20140626",14625,6.41111868368148
"694","20140627",14625,6.41111868368148
"695","20140628",14625,6.41111868368148
"696","20140629",14625,6.41111868368148
"697","20140630",14625,6.41111868368148
"698","20140701",14625,6.41439700989847
"699","20140702",14625,6.41439700989847
"700","20140703",14625,6.41439700989847
"701","20140704",14625,6.41439700989847
"702","20140705",14625,6.41439700989847
"703","20140706",14625,6.41439700989847
"704","20140707",14625,6.41439700989847
"705","20140708",14625,6.41439700989847
"706","20140709",14625,6.41439700989847
"707","20140710",14625,6.41439700989847
"708","20140711",14625,6.41439700989847
"709","20140712",14625,6.41439700989847
"710","20140713",14625,6.41439700989847
"711","20140714",14625,6.41439700989847
"712","20140715",14625,6.41439700989847
"713","20140716",14625,6.41439700989847
"714","20140717",14625,6.41439700989847
"715","20140718",14625,6.41439700989847
"716","20140719",14625,6.41439700989847
"717","20140720",14625,6.41439700989847
"718","20140721",14625,6.41439700989847
"719","20140722",14625,6.41439700989847
"720","20140723",14625,6.41439700989847
"721","20140724",14625,6.41439700989847
"722","20140725",14625,6.41439700989847
"723","20140726",14625,6.41439700989847
"724","20140727",14625,6.41439700989847
"725","20140728",14625,6.41439700989847
"726","20140729",14625,6.41439700989847
"727","20140730",14625,6.41439700989847
"728","20140731",14625,6.41439700989847
"729","20140801",14625,6.41541771108115
"730","20140802",14625,6.41541771108115
"731","20140803",14625,6.41541771108115
"732","20140804",14625,6.41541771108115
"733","20140805",14625,6.41541771108115
"734","20140806",14625,6.41541771108115
"735","20140807",14625,6.41541771108115
"736","20140808",14625,6.41541771108115
"737","20140809",14625,6.41541771108115
"738","20140810",14625,6.41541771108115
"739","20140811",14625,6.41541771108115
"740","20140812",14625,6.41541771108115
"741","20140813",14625,6.41541771108115
"742","20140814",14625,6.41541771108115
"743","20140815",14625,6.41541771108115
"744","20140816",14625,6.41541771108115
"745","20140817",14625,6.41541771108115
"746","20140818",14625,6.41541771108115
"747","20140819",14625,6.41541771108115
"748","20140820",14625,6.41541771108115
"749","20140821",14625,6.41541771108115
"750","20140822",14625,6.41541771108115
"751","20140823",14625,6.41541771108115
"752","20140824",14625,6.41541771108115
"753","20140825",14625,6.41541771108115
"754","20140826",14625,6.41541771108115
"755","20140827",14625,6.41541771108115
"756","20140828",14625,6.41541771108115
"757","20140829",14625,6.41541771108115
"758","20140830",14625,6.41541771108115
"759","20140831",14625,6.41541771108115
"760","20140901",14625,6.4138233229883
"761","20140902",14625,6.4138233229883
"762","20140903",14625,6.4138233229883
"763","20140904",14625,6.4138233229883
"764","20140905",14625,6.4138233229883
"765","20140906",14625,6.4138233229883
"766","20140907",14625,6.4138233229883
"767","20140908",14625,6.4138233229883
"768","20140909",14625,6.4138233229883
"769","20140910",14625,6.4138233229883
"770","20140911",14625,6.4138233229883
"771","20140912",14625,6.4138233229883
"772","20140913",14625,6.4138233229883
"773","20140914",14625,6.4138233229883
"774","20140915",14625,6.4138233229883
"775","20140916",14625,6.4138233229883
